order,list,item,cond,target_position,prepositions,order_of_mention,target_number,comp_number,context,firstDisplay,secondDisplay,expTrials,pair_ID,comp_unique_ID1,animacy_cong,target_gender,comp1_animacy,target,competitor,recordingName
75,2,13,4,5,below,1,plural,plural,The countesses are below the bellboys and they are on Number 5.,E13_4_1.jpg,E13_4_2.jpg,Y,14,4,same,fem,animate,countess,bellboys,Y_List2_Order75_Item_13_Cond4
75,3,13,1,5,below,1,plural,singular,The countesses are below the suitcase and they are on Number 5.,E13_1_1.jpg,E13_1_2.jpg,Y,13,4,different,fem,inanimate,countess,suitcase,Y_List3_Order75_Item_13_Cond1
75,4,13,3,5,below,1,plural,plural,The countesses are below the suitcases and they are on Number 5.,E13_3_1.jpg,E13_3_2.jpg,Y,13,4,different,fem,inanimate,countess,suitcases,Y_List4_Order75_Item_13_Cond3
76,1,X14,9,,,2,plural,singular,Next to the sweets there is a magician and he is on Number 6.,X14_9_1.jpg,X14_9_2.jpg,N,,,,,,sweets,is,N_List1_Order76_Item_X14_Cond9
76,2,X14,9,,,2,plural,singular,Next to the sweets there is a magician and he is on Number 6.,X14_9_1.jpg,X14_9_2.jpg,N,,,,,,sweets,is,N_List2_Order76_Item_X14_Cond9
76,3,X14,9,,,2,plural,singular,Next to the sweets there is a magician and he is on Number 6.,X14_9_1.jpg,X14_9_2.jpg,N,,,,,,sweets,is,N_List3_Order76_Item_X14_Cond9
76,4,X14,9,,,2,plural,singular,Next to the sweets there is a magician and he is on Number 6.,X14_9_1.jpg,X14_9_2.jpg,N,,,,,,sweets,is,N_List4_Order76_Item_X14_Cond9
77,1,X54,9,,,2,singular,singular,Below the coffee there is a student and she is on Number 4.,X54_9_1.jpg,X54_9_2.jpg,N,,,,,,coffee,is,N_List1_Order77_Item_X54_Cond9
77,2,X54,9,,,2,singular,singular,Below the coffee there is a student and she is on Number 4.,X54_9_1.jpg,X54_9_2.jpg,N,,,,,,coffee,is,N_List2_Order77_Item_X54_Cond9
77,3,X54,9,,,2,singular,singular,Below the coffee there is a student and she is on Number 4.,X54_9_1.jpg,X54_9_2.jpg,N,,,,,,coffee,is,N_List3_Order77_Item_X54_Cond9
77,4,X54,9,,,2,singular,singular,Below the coffee there is a student and she is on Number 4.,X54_9_1.jpg,X54_9_2.jpg,N,,,,,,coffee,is,N_List4_Order77_Item_X54_Cond9
78,1,29,4,1,next-to,1,plural,plural,The pilots are next to the nurses and they are on Number 1.,E29_4_1.jpg,E29_4_2.jpg,Y,38,10,same,masc,animate,pilot,nurses,Y_List1_Order78_Item_29_Cond4
78,2,29,2,1,next-to,1,plural,singular,The pilots are next to the nurse and they are on Number 1.,E29_2_1.jpg,E29_2_2.jpg,Y,38,10,same,masc,animate,pilot,nurse,Y_List2_Order78_Item_29_Cond2
78,3,29,3,1,next-to,1,plural,plural,The pilots are next to the beds and they are on Number 1.,E29_3_1.jpg,E29_3_2.jpg,Y,40,10,different,masc,inanimate,pilot,beds,Y_List3_Order78_Item_29_Cond3
78,4,29,1,1,next-to,1,plural,singular,The pilots are next to the bed and they are on Number 1.,E29_1_1.jpg,E29_1_2.jpg,Y,40,10,different,masc,inanimate,pilot,bed,Y_List4_Order78_Item_29_Cond1
79,1,X33,9,,,1,singular,plural,The monk is on Number 3 and he is above the cakes.,X33_9_1.jpg,X33_9_2.jpg,N,,,,,,monk,and,N_List1_Order79_Item_X33_Cond9
79,2,X33,9,,,1,singular,plural,The monk is on Number 3 and he is above the cakes.,X33_9_1.jpg,X33_9_2.jpg,N,,,,,,monk,and,N_List2_Order79_Item_X33_Cond9
79,3,X33,9,,,1,singular,plural,The monk is on Number 3 and he is above the cakes.,X33_9_1.jpg,X33_9_2.jpg,N,,,,,,monk,and,N_List3_Order79_Item_X33_Cond9
79,4,X33,9,,,1,singular,plural,The monk is on Number 3 and he is above the cakes.,X33_9_1.jpg,X33_9_2.jpg,N,,,,,,monk,and,N_List4_Order79_Item_X33_Cond9
80,1,X39,9,,,1,plural,,There are soaps and they are on Number 6.,X39_9_1.jpg,X39_9_2.jpg,N,,,,,,are,and,N_List1_Order80_Item_X39_Cond9
80,2,X39,9,,,1,plural,,There are soaps and they are on Number 6.,X39_9_1.jpg,X39_9_2.jpg,N,,,,,,are,and,N_List2_Order80_Item_X39_Cond9
80,3,X39,9,,,1,plural,,There are soaps and they are on Number 6.,X39_9_1.jpg,X39_9_2.jpg,N,,,,,,are,and,N_List3_Order80_Item_X39_Cond9
80,4,X39,9,,,1,plural,,There are soaps and they are on Number 6.,X39_9_1.jpg,X39_9_2.jpg,N,,,,,,are,and,N_List4_Order80_Item_X39_Cond9
81,1,6,3,3,above,1,plural,plural,The soldiers are above the pom-poms and they are on Number 3.,E06_3_1.jpg,E06_3_2.jpg,Y,32,8,different,masc,inanimate,soldier,pom-poms,Y_List1_Order81_Item_6_Cond3
81,2,6,1,3,above,1,plural,singular,The soldiers are above the pom-pom and they are on Number 3.,E06_1_1.jpg,E06_1_2.jpg,Y,32,8,different,masc,inanimate,soldier,pom-pom,Y_List2_Order81_Item_6_Cond1
81,3,6,4,3,above,1,plural,plural,The soldiers are above the cheerleaders and they are on Number 3.,E06_4_1.jpg,E06_4_2.jpg,Y,31,8,same,masc,animate,soldier,cheerleaders,Y_List3_Order81_Item_6_Cond4
81,4,6,2,3,above,1,plural,singular,The soldiers are above the cheerleader and they are on Number 3.,E06_2_1.jpg,E06_2_2.jpg,Y,31,8,same,masc,animate,soldier,cheerleader,Y_List4_Order81_Item_6_Cond2
82,1,X35,9,,,2,singular,,The cow is on Number 5 and it is on the row below the pianist.,X35_9_1.jpg,X35_9_2.jpg,N,,,,,,cow,and,N_List1_Order82_Item_X35_Cond9
82,2,X35,9,,,2,singular,,The cow is on Number 5 and it is on the row below the pianist.,X35_9_1.jpg,X35_9_2.jpg,N,,,,,,cow,and,N_List2_Order82_Item_X35_Cond9
82,3,X35,9,,,2,singular,,The cow is on Number 5 and it is on the row below the pianist.,X35_9_1.jpg,X35_9_2.jpg,N,,,,,,cow,and,N_List3_Order82_Item_X35_Cond9
82,4,X35,9,,,2,singular,,The cow is on Number 5 and it is on the row below the pianist.,X35_9_1.jpg,X35_9_2.jpg,N,,,,,,cow,and,N_List4_Order82_Item_X35_Cond9
83,1,X60,9,,,1,singular,,The pirate is on Number 3 and he is above the door.,X60_9_1.jpg,X60_9_2.jpg,N,,,,,,pirate,and,N_List1_Order83_Item_X60_Cond9
83,2,X60,9,,,1,singular,,The pirate is on Number 3 and he is above the door.,X60_9_1.jpg,X60_9_2.jpg,N,,,,,,pirate,and,N_List2_Order83_Item_X60_Cond9
83,3,X60,9,,,1,singular,,The pirate is on Number 3 and he is above the door.,X60_9_1.jpg,X60_9_2.jpg,N,,,,,,pirate,and,N_List3_Order83_Item_X60_Cond9
83,4,X60,9,,,1,singular,,The pirate is on Number 3 and he is above the door.,X60_9_1.jpg,X60_9_2.jpg,N,,,,,,pirate,and,N_List4_Order83_Item_X60_Cond9
84,1,28,1,4,below,1,plural,singular,The witches are below the extinguisher and they are on Number 4.,E28_1_1.jpg,E28_1_2.jpg,Y,21,6,different,fem,inanimate,witch,extinguisher,Y_List1_Order84_Item_28_Cond1
84,2,28,3,4,below,1,plural,plural,The witches are below the extinguishers and they are on Number 4.,E28_3_1.jpg,E28_3_2.jpg,Y,21,6,different,fem,inanimate,witch,extinguishers,Y_List2_Order84_Item_28_Cond3
84,3,28,2,4,below,1,plural,singular,The witches are below the firefighter and they are on Number 4.,E28_2_1.jpg,E28_2_2.jpg,Y,22,6,same,fem,animate,witch,firefighter,Y_List3_Order84_Item_28_Cond2
84,4,28,4,4,below,1,plural,plural,The witches are below the firefighters and they are on Number 4.,E28_4_1.jpg,E28_4_2.jpg,Y,22,6,same,fem,animate,witch,firefighters,Y_List4_Order84_Item_28_Cond4
85,1,X37,9,,,1,plural,,There are cars and they are on Number 3.,X37_9_1.jpg,X37_9_2.jpg,N,,,,,,are,and,N_List1_Order85_Item_X37_Cond9
85,2,X37,9,,,1,plural,,There are cars and they are on Number 3.,X37_9_1.jpg,X37_9_2.jpg,N,,,,,,are,and,N_List2_Order85_Item_X37_Cond9
85,3,X37,9,,,1,plural,,There are cars and they are on Number 3.,X37_9_1.jpg,X37_9_2.jpg,N,,,,,,are,and,N_List3_Order85_Item_X37_Cond9
85,4,X37,9,,,1,plural,,There are cars and they are on Number 3.,X37_9_1.jpg,X37_9_2.jpg,N,,,,,,are,and,N_List4_Order85_Item_X37_Cond9
86,1,X42,9,,,2,singular,singular,The farmer is on Number 4 and he is below the bamboo.,X42_9_1.jpg,X42_9_2.jpg,N,,,,,,farmer,and,N_List1_Order86_Item_X42_Cond9
86,2,X42,9,,,2,singular,singular,The farmer is on Number 4 and he is below the bamboo.,X42_9_1.jpg,X42_9_2.jpg,N,,,,,,farmer,and,N_List2_Order86_Item_X42_Cond9
86,3,X42,9,,,2,singular,singular,The farmer is on Number 4 and he is below the bamboo.,X42_9_1.jpg,X42_9_2.jpg,N,,,,,,farmer,and,N_List3_Order86_Item_X42_Cond9
86,4,X42,9,,,2,singular,singular,The farmer is on Number 4 and he is below the bamboo.,X42_9_1.jpg,X42_9_2.jpg,N,,,,,,farmer,and,N_List4_Order86_Item_X42_Cond9
87,1,35,2,1,above,1,plural,singular,The waitresses are above the priest and they are on Number 1.,E35_2_1.jpg,E35_2_2.jpg,Y,27,7,same,fem,animate,waitress,priest,Y_List1_Order87_Item_35_Cond2
87,2,35,4,1,above,1,plural,plural,The waitresses are above the priests and they are on Number 1.,E35_4_1.jpg,E35_4_2.jpg,Y,27,7,same,fem,animate,waitress,priests,Y_List2_Order87_Item_35_Cond4
87,3,35,1,1,above,1,plural,singular,The waitresses are above the bible and they are on Number 1.,E35_1_1.jpg,E35_1_2.jpg,Y,25,7,different,fem,inanimate,waitress,bible,Y_List3_Order87_Item_35_Cond1
87,4,35,3,1,above,1,plural,plural,The waitresses are above the bibles and they are on Number 1.,E35_3_1.jpg,E35_3_2.jpg,Y,25,7,different,fem,inanimate,waitress,bibles,Y_List4_Order87_Item_35_Cond3
88,1,X49,9,,,1,plural,singular,"The daisies are on Number 6, and they are below the ant.",X49_9_1.jpg,X49_9_2.jpg,N,,,,,,daisies,on,N_List1_Order88_Item_X49_Cond9
88,2,X49,9,,,1,plural,singular,"The daisies are on Number 6, and they are below the ant.",X49_9_1.jpg,X49_9_2.jpg,N,,,,,,daisies,on,N_List2_Order88_Item_X49_Cond9
88,3,X49,9,,,1,plural,singular,"The daisies are on Number 6, and they are below the ant.",X49_9_1.jpg,X49_9_2.jpg,N,,,,,,daisies,on,N_List3_Order88_Item_X49_Cond9
88,4,X49,9,,,1,plural,singular,"The daisies are on Number 6, and they are below the ant.",X49_9_1.jpg,X49_9_2.jpg,N,,,,,,daisies,on,N_List4_Order88_Item_X49_Cond9
89,1,X44,9,,,2,singular,plural,The leaves are on the row below the dress maker and they are on Number 5.,X44_9_1.jpg,X44_9_2.jpg,N,,,,,,leaves,on,N_List1_Order89_Item_X44_Cond9
89,2,X44,9,,,2,singular,plural,The leaves are on the row below the dress maker and they are on Number 5.,X44_9_1.jpg,X44_9_2.jpg,N,,,,,,leaves,on,N_List2_Order89_Item_X44_Cond9
89,3,X44,9,,,2,singular,plural,The leaves are on the row below the dress maker and they are on Number 5.,X44_9_1.jpg,X44_9_2.jpg,N,,,,,,leaves,on,N_List3_Order89_Item_X44_Cond9
89,4,X44,9,,,2,singular,plural,The leaves are on the row below the dress maker and they are on Number 5.,X44_9_1.jpg,X44_9_2.jpg,N,,,,,,leaves,on,N_List4_Order89_Item_X44_Cond9
90,1,32,3,1,above,1,plural,plural,The housekeepers are above the footballs and they are on Number 1.,E32_3_1.jpg,E32_3_2.jpg,Y,29,8,different,fem,inanimate,housekeeper,footballs,Y_List1_Order90_Item_32_Cond3
90,2,32,1,1,above,1,plural,singular,The housekeepers are above the football and they are on Number 1.,E32_1_1.jpg,E32_1_2.jpg,Y,29,8,different,fem,inanimate,housekeeper,football,Y_List2_Order90_Item_32_Cond1
90,3,32,4,1,above,1,plural,plural,The housekeepers are above the footballers and they are on Number 1.,E32_4_1.jpg,E32_4_2.jpg,Y,30,8,same,fem,animate,housekeeper,footballers,Y_List3_Order90_Item_32_Cond4
90,4,32,2,1,above,1,plural,singular,The housekeepers are above the footballer and they are on Number 1.,E32_2_1.jpg,E32_2_2.jpg,Y,30,8,same,fem,animate,housekeeper,footballer,Y_List4_Order90_Item_32_Cond2
91,1,X63,9,,,1,plural,,The buses are on Number 5.,X63_9_1.jpg,X63_9_2.jpg,N,,,,,,buses,on,N_List1_Order91_Item_X63_Cond9
91,2,X63,9,,,1,plural,,The buses are on Number 5.,X63_9_1.jpg,X63_9_2.jpg,N,,,,,,buses,on,N_List2_Order91_Item_X63_Cond9
91,3,X63,9,,,1,plural,,The buses are on Number 5.,X63_9_1.jpg,X63_9_2.jpg,N,,,,,,buses,on,N_List3_Order91_Item_X63_Cond9
91,4,X63,9,,,1,plural,,The buses are on Number 5.,X63_9_1.jpg,X63_9_2.jpg,N,,,,,,buses,on,N_List4_Order91_Item_X63_Cond9
92,1,X57,9,,,2,singular,singular,The astronaut is on Number 3 and he is on the same row as the light bulb.,X57_9_1.jpg,X57_9_2.jpg,N,,,,,,astronaut,and,N_List1_Order92_Item_X57_Cond9
92,2,X57,9,,,2,singular,singular,The astronaut is on Number 3 and he is on the same row as the light bulb.,X57_9_1.jpg,X57_9_2.jpg,N,,,,,,astronaut,and,N_List2_Order92_Item_X57_Cond9
92,3,X57,9,,,2,singular,singular,The astronaut is on Number 3 and he is on the same row as the light bulb.,X57_9_1.jpg,X57_9_2.jpg,N,,,,,,astronaut,and,N_List3_Order92_Item_X57_Cond9
92,4,X57,9,,,2,singular,singular,The astronaut is on Number 3 and he is on the same row as the light bulb.,X57_9_1.jpg,X57_9_2.jpg,N,,,,,,astronaut,and,N_List4_Order92_Item_X57_Cond9
93,1,27,1,2,next-to,1,plural,singular,The bellboys are next to the necklace and they are on Number 2.,E27_1_1.jpg,E27_1_2.jpg,Y,16,4,different,masc,inanimate,bellboy,necklace,Y_List1_Order93_Item_27_Cond1
93,2,27,3,2,next-to,1,plural,plural,The bellboys are next to the necklaces and they are on Number 2.,E27_3_1.jpg,E27_3_2.jpg,Y,16,4,different,masc,inanimate,bellboy,necklaces,Y_List2_Order93_Item_27_Cond3
93,3,27,2,2,next-to,1,plural,singular,The bellboys are next to the countess and they are on Number 2.,E27_2_1.jpg,E27_2_2.jpg,Y,14,4,same,masc,animate,bellboy,countess,Y_List3_Order93_Item_27_Cond2
93,4,27,4,2,next-to,1,plural,plural,The bellboys are next to the countesses and they are on Number 2.,E27_4_1.jpg,E27_4_2.jpg,Y,14,4,same,masc,animate,bellboy,countesses,Y_List4_Order93_Item_27_Cond4
94,1,X46,9,,,1,singular,singular,There is a swimmer and she is on Number 1.,X46_9_1.jpg,X46_9_2.jpg,N,,,,,,is,swimmer,N_List1_Order94_Item_X46_Cond9
94,2,X46,9,,,1,singular,singular,There is a swimmer and she is on Number 1.,X46_9_1.jpg,X46_9_2.jpg,N,,,,,,is,swimmer,N_List2_Order94_Item_X46_Cond9
94,3,X46,9,,,1,singular,singular,There is a swimmer and she is on Number 1.,X46_9_1.jpg,X46_9_2.jpg,N,,,,,,is,swimmer,N_List3_Order94_Item_X46_Cond9
94,4,X46,9,,,1,singular,singular,There is a swimmer and she is on Number 1.,X46_9_1.jpg,X46_9_2.jpg,N,,,,,,is,swimmer,N_List4_Order94_Item_X46_Cond9
95,1,X64,9,,,1,plural,,There are elephants on Number 1.,X64_9_1.jpg,X64_9_2.jpg,N,,,,,,are,on,N_List1_Order95_Item_X64_Cond9
95,2,X64,9,,,1,plural,,There are elephants on Number 1.,X64_9_1.jpg,X64_9_2.jpg,N,,,,,,are,on,N_List2_Order95_Item_X64_Cond9
95,3,X64,9,,,1,plural,,There are elephants on Number 1.,X64_9_1.jpg,X64_9_2.jpg,N,,,,,,are,on,N_List3_Order95_Item_X64_Cond9
95,4,X64,9,,,1,plural,,There are elephants on Number 1.,X64_9_1.jpg,X64_9_2.jpg,N,,,,,,are,on,N_List4_Order95_Item_X64_Cond9
96,1,17,4,4,next-to,1,plural,plural,The brides are next to the barbers and they are on Number 4.,E17_4_1.jpg,E17_4_2.jpg,Y,34,9,same,fem,animate,bride,barbers,Y_List1_Order96_Item_17_Cond4
96,2,17,2,4,next-to,1,plural,singular,The brides are next to the barber and they are on Number 4.,E17_2_1.jpg,E17_2_2.jpg,Y,34,9,same,fem,animate,bride,barber,Y_List2_Order96_Item_17_Cond2
96,3,17,3,4,next-to,1,plural,plural,The brides are next to the hairdryers and they are on Number 4.,E17_3_1.jpg,E17_3_2.jpg,Y,33,9,different,fem,inanimate,bride,hairdryers,Y_List3_Order96_Item_17_Cond3
96,4,17,1,4,next-to,1,plural,singular,The brides are next to the hairdryer and they are on Number 4.,E17_1_1.jpg,E17_1_2.jpg,Y,33,9,different,fem,inanimate,bride,hairdryer,Y_List4_Order96_Item_17_Cond1
97,1,X71,9,,,2,singular,,The guinea pigs are on Number 6 and they are below the printer.,X71_9_1.jpg,X71_9_2.jpg,N,,,,,,guinea,are,N_List1_Order97_Item_X71_Cond9
97,2,X71,9,,,2,singular,,The guinea pigs are on Number 6 and they are below the printer.,X71_9_1.jpg,X71_9_2.jpg,N,,,,,,guinea,are,N_List2_Order97_Item_X71_Cond9
97,3,X71,9,,,2,singular,,The guinea pigs are on Number 6 and they are below the printer.,X71_9_1.jpg,X71_9_2.jpg,N,,,,,,guinea,are,N_List3_Order97_Item_X71_Cond9
97,4,X71,9,,,2,singular,,The guinea pigs are on Number 6 and they are below the printer.,X71_9_1.jpg,X71_9_2.jpg,N,,,,,,guinea,are,N_List4_Order97_Item_X71_Cond9
98,1,X68,9,,,1,singular,,The radiator is below the volley player and it is on Number 1.,X68_9_1.jpg,X68_9_2.jpg,N,,,,,,radiator,below,N_List1_Order98_Item_X68_Cond9
98,2,X68,9,,,1,singular,,The radiator is below the volley player and it is on Number 1.,X68_9_1.jpg,X68_9_2.jpg,N,,,,,,radiator,below,N_List2_Order98_Item_X68_Cond9
98,3,X68,9,,,1,singular,,The radiator is below the volley player and it is on Number 1.,X68_9_1.jpg,X68_9_2.jpg,N,,,,,,radiator,below,N_List3_Order98_Item_X68_Cond9
98,4,X68,9,,,1,singular,,The radiator is below the volley player and it is on Number 1.,X68_9_1.jpg,X68_9_2.jpg,N,,,,,,radiator,below,N_List4_Order98_Item_X68_Cond9
99,1,26,2,2,above,1,plural,singular,The boys are above the grandmother and they are on Number 2.,E26_2_1.jpg,E26_2_2.jpg,Y,10,3,same,masc,animate,boy,grandmother,Y_List1_Order99_Item_26_Cond2
99,2,26,4,2,above,1,plural,plural,The boys are above the grandmothers and they are on Number 2.,E26_4_1.jpg,E26_4_2.jpg,Y,10,3,same,masc,animate,boy,grandmothers,Y_List2_Order99_Item_26_Cond4
99,3,26,3,2,above,1,plural,plural,The boys are above the armchairs and they are on Number 2.,E26_3_1.jpg,E26_3_2.jpg,Y,12,3,different,masc,inanimate,boy,armchairs,Y_List3_Order99_Item_26_Cond3
99,4,26,1,2,above,1,plural,singular,The boys are above the armchair and they are on Number 2.,E26_1_1.jpg,E26_1_2.jpg,Y,12,3,different,masc,inanimate,boy,armchair,Y_List4_Order99_Item_26_Cond1
100,1,X29,9,,,2,singular,singular,"Next to the skater, there is a cocktail on Number 2.",X29_9_1.jpg,X29_9_2.jpg,N,,,,,,"skater,",is,N_List1_Order100_Item_X29_Cond9
100,2,X29,9,,,2,singular,singular,"Next to the skater, there is a cocktail on Number 2.",X29_9_1.jpg,X29_9_2.jpg,N,,,,,,"skater,",is,N_List2_Order100_Item_X29_Cond9
100,3,X29,9,,,2,singular,singular,"Next to the skater, there is a cocktail on Number 2.",X29_9_1.jpg,X29_9_2.jpg,N,,,,,,"skater,",is,N_List3_Order100_Item_X29_Cond9
100,4,X29,9,,,2,singular,singular,"Next to the skater, there is a cocktail on Number 2.",X29_9_1.jpg,X29_9_2.jpg,N,,,,,,"skater,",is,N_List4_Order100_Item_X29_Cond9
101,1,X45,9,,,1,plural,singular,"The nuts are on Number 3, and they are above the gladiator.",X45_9_1.jpg,X45_9_2.jpg,N,,,,,,nuts,on,N_List1_Order101_Item_X45_Cond9
101,2,X45,9,,,1,plural,singular,"The nuts are on Number 3, and they are above the gladiator.",X45_9_1.jpg,X45_9_2.jpg,N,,,,,,nuts,on,N_List2_Order101_Item_X45_Cond9
101,3,X45,9,,,1,plural,singular,"The nuts are on Number 3, and they are above the gladiator.",X45_9_1.jpg,X45_9_2.jpg,N,,,,,,nuts,on,N_List3_Order101_Item_X45_Cond9
101,4,X45,9,,,1,plural,singular,"The nuts are on Number 3, and they are above the gladiator.",X45_9_1.jpg,X45_9_2.jpg,N,,,,,,nuts,on,N_List4_Order101_Item_X45_Cond9
102,1,34,3,3,next-to,1,plural,plural,The nuns are next to the glasses and they are on Number 3.,E34_3_1.jpg,E34_3_2.jpg,Y,25,7,different,fem,inanimate,nun,glasses,Y_List1_Order102_Item_34_Cond3
102,2,34,1,3,next-to,1,plural,singular,The nuns are next to the glass and they are on Number 3.,E34_1_1.jpg,E34_1_2.jpg,Y,25,7,different,fem,inanimate,nun,glass,Y_List2_Order102_Item_34_Cond1
102,3,34,2,3,next-to,1,plural,singular,The nuns are next to the waiter and they are on Number 3.,E34_2_1.jpg,E34_2_2.jpg,Y,26,7,same,fem,animate,nun,waiter,Y_List3_Order102_Item_34_Cond2
102,4,34,4,3,next-to,1,plural,plural,The nuns are next to the waiters and they are on Number 3.,E34_4_1.jpg,E34_4_2.jpg,Y,26,7,same,fem,animate,nun,waiters,Y_List4_Order102_Item_34_Cond4
103,1,X73,9,,,2,plural,,The painter is on Number 3 and he is on the same row as the pizzas.,X73_9_1.jpg,X73_9_2.jpg,N,,,,,,painter,and,N_List1_Order103_Item_X73_Cond9
103,2,X73,9,,,2,plural,,The painter is on Number 3 and he is on the same row as the pizzas.,X73_9_1.jpg,X73_9_2.jpg,N,,,,,,painter,and,N_List2_Order103_Item_X73_Cond9
103,3,X73,9,,,2,plural,,The painter is on Number 3 and he is on the same row as the pizzas.,X73_9_1.jpg,X73_9_2.jpg,N,,,,,,painter,and,N_List3_Order103_Item_X73_Cond9
103,4,X73,9,,,2,plural,,The painter is on Number 3 and he is on the same row as the pizzas.,X73_9_1.jpg,X73_9_2.jpg,N,,,,,,painter,and,N_List4_Order103_Item_X73_Cond9
104,1,X12,9,,,1,singular,plural,"There is a screen on Number 5, and it is below the sunflowers.",X12_9_1.jpg,X12_9_2.jpg,N,,,,,,is,screen,N_List1_Order104_Item_X12_Cond9
104,2,X12,9,,,1,singular,plural,"There is a screen on Number 5, and it is below the sunflowers.",X12_9_1.jpg,X12_9_2.jpg,N,,,,,,is,screen,N_List2_Order104_Item_X12_Cond9
104,3,X12,9,,,1,singular,plural,"There is a screen on Number 5, and it is below the sunflowers.",X12_9_1.jpg,X12_9_2.jpg,N,,,,,,is,screen,N_List3_Order104_Item_X12_Cond9
104,4,X12,9,,,1,singular,plural,"There is a screen on Number 5, and it is below the sunflowers.",X12_9_1.jpg,X12_9_2.jpg,N,,,,,,is,screen,N_List4_Order104_Item_X12_Cond9
105,1,33,1,6,below,1,plural,singular,The doctors are below the passport and they are on Number 6.,E33_1_1.jpg,E33_1_2.jpg,Y,40,10,different,masc,inanimate,doctor,passport,Y_List1_Order105_Item_33_Cond1
105,2,33,3,6,below,1,plural,plural,The doctors are below the passports and they are on Number 6.,E33_3_1.jpg,E33_3_2.jpg,Y,40,10,different,masc,inanimate,doctor,passports,Y_List2_Order105_Item_33_Cond3
105,3,33,4,6,below,1,plural,plural,The doctors are below the stewardesses and they are on Number 6.,E33_4_1.jpg,E33_4_2.jpg,Y,39,10,same,masc,animate,doctor,stewardesses,Y_List3_Order105_Item_33_Cond4
105,4,33,2,6,below,1,plural,singular,The doctors are below the stewardess and they are on Number 6.,E33_2_1.jpg,E33_2_2.jpg,Y,39,10,same,masc,animate,doctor,stewardess,Y_List4_Order105_Item_33_Cond2
106,1,X23,9,,,1,plural,,"The lemons are on Number 4, and they are below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N,,,,,,lemons,on,N_List1_Order106_Item_X23_Cond9
106,2,X23,9,,,1,plural,,"The lemons are on Number 4, and they are below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N,,,,,,lemons,on,N_List2_Order106_Item_X23_Cond9
106,3,X23,9,,,1,plural,,"The lemons are on Number 4, and they are below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N,,,,,,lemons,on,N_List3_Order106_Item_X23_Cond9
106,4,X23,9,,,1,plural,,"The lemons are on Number 4, and they are below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N,,,,,,lemons,on,N_List4_Order106_Item_X23_Cond9
107,1,X76,9,,,2,singular,plural,The squirrels are above the rope and they are on Number 2.,X76_9_1.jpg,X76_9_2.jpg,N,,,,,,squirrels,above,N_List1_Order107_Item_X76_Cond9
107,2,X76,9,,,2,singular,plural,The squirrels are above the rope and they are on Number 2.,X76_9_1.jpg,X76_9_2.jpg,N,,,,,,squirrels,above,N_List2_Order107_Item_X76_Cond9
107,3,X76,9,,,2,singular,plural,The squirrels are above the rope and they are on Number 2.,X76_9_1.jpg,X76_9_2.jpg,N,,,,,,squirrels,above,N_List3_Order107_Item_X76_Cond9
107,4,X76,9,,,2,singular,plural,The squirrels are above the rope and they are on Number 2.,X76_9_1.jpg,X76_9_2.jpg,N,,,,,,squirrels,above,N_List4_Order107_Item_X76_Cond9
108,1,14,4,6,next-to,1,plural,plural,The sheriffs are next to the ballerinas and they are on Number 6.,E14_4_1.jpg,E14_4_2.jpg,Y,19,5,same,masc,animate,sheriff,ballerinas,Y_List1_Order108_Item_14_Cond4
108,2,14,2,6,next-to,1,plural,singular,The sheriffs are next to the ballerina and they are on Number 6.,E14_2_1.jpg,E14_2_2.jpg,Y,19,5,same,masc,animate,sheriff,ballerina,Y_List2_Order108_Item_14_Cond2
108,3,14,3,6,next-to,1,plural,plural,The sheriffs are next to the dresses and they are on Number 6.,E14_3_1.jpg,E14_3_2.jpg,Y,18,5,different,masc,inanimate,sheriff,dresses,Y_List3_Order108_Item_14_Cond3
108,4,14,1,6,next-to,1,plural,singular,The sheriffs are next to the dress and they are on Number 6.,E14_1_1.jpg,E14_1_2.jpg,Y,18,5,different,masc,inanimate,sheriff,dress,Y_List4_Order108_Item_14_Cond1
109,1,X67,9,,,1,plural,singular,The tweezers are on Number 4 and they are on the same row as the hunter.,X67_9_1.jpg,X67_9_2.jpg,N,,,,,,tweezers,on,N_List1_Order109_Item_X67_Cond9
109,2,X67,9,,,1,plural,singular,The tweezers are on Number 4 and they are on the same row as the hunter.,X67_9_1.jpg,X67_9_2.jpg,N,,,,,,tweezers,on,N_List2_Order109_Item_X67_Cond9
109,3,X67,9,,,1,plural,singular,The tweezers are on Number 4 and they are on the same row as the hunter.,X67_9_1.jpg,X67_9_2.jpg,N,,,,,,tweezers,on,N_List3_Order109_Item_X67_Cond9
109,4,X67,9,,,1,plural,singular,The tweezers are on Number 4 and they are on the same row as the hunter.,X67_9_1.jpg,X67_9_2.jpg,N,,,,,,tweezers,on,N_List4_Order109_Item_X67_Cond9
110,1,X70,9,,,2,singular,singular,The prisoner is on Number 6 and he is on the row below the ice cream.,X70_9_1.jpg,X70_9_2.jpg,N,,,,,,prisoner,and,N_List1_Order110_Item_X70_Cond9
110,2,X70,9,,,2,singular,singular,The prisoner is on Number 6 and he is on the row below the ice cream.,X70_9_1.jpg,X70_9_2.jpg,N,,,,,,prisoner,and,N_List2_Order110_Item_X70_Cond9
